id,modelId,birth,createdAt,updatedAt
1109,1109,2017-04-03,2022-11-26,2022-11-26
1110,1110,2017-04-04,2022-11-26,2022-11-26
1111,1111,2017-04-05,2022-11-26,2022-11-26
1112,1112,2017-04-06,2022-11-26,2022-11-26
1113,1113,2017-04-07,2022-11-26,2022-11-26
1114,1114,2017-04-08,2022-11-26,2022-11-26
1115,1115,2017-04-09,2022-11-26,2022-11-26
1116,1116,2017-04-10,2022-11-26,2022-11-26
1117,1117,2017-04-11,2022-11-26,2022-11-26
1118,1118,2017-04-12,2022-11-26,2022-11-26
1119,1119,2017-04-13,2022-11-26,2022-11-26
1120,1120,2017-04-14,2022-11-26,2022-11-26
1121,1121,2017-04-15,2022-11-26,2022-11-26
1122,1122,2017-04-16,2022-11-26,2022-11-26
1123,1123,2017-04-17,2022-11-26,2022-11-26
1124,1124,2017-04-18,2022-11-26,2022-11-26
1125,1125,2017-04-19,2022-11-26,2022-11-26
1126,1126,2017-04-20,2022-11-26,2022-11-26
1127,1127,2017-04-21,2022-11-26,2022-11-26
1128,1128,2017-04-22,2022-11-26,2022-11-26
1129,1129,2017-04-23,2022-11-26,2022-11-26
1130,1130,2017-04-24,2022-11-26,2022-11-26
1131,1131,2017-04-25,2022-11-26,2022-11-26
1132,1132,2017-04-26,2022-11-26,2022-11-26
1133,1133,2017-04-27,2022-11-26,2022-11-26
1134,1134,2017-04-28,2022-11-26,2022-11-26
1135,1135,2017-04-29,2022-11-26,2022-11-26
1136,1136,2017-04-30,2022-11-26,2022-11-26
1137,1137,2017-05-01,2022-11-26,2022-11-26
1138,1138,2017-05-02,2022-11-26,2022-11-26
1139,1139,2017-05-03,2022-11-26,2022-11-26
1140,1140,2017-05-04,2022-11-26,2022-11-26
1141,1141,2017-05-05,2022-11-26,2022-11-26
1142,1142,2017-05-06,2022-11-26,2022-11-26
1143,1143,2017-05-07,2022-11-26,2022-11-26
1144,1144,2017-05-08,2022-11-26,2022-11-26
1145,1145,2017-05-09,2022-11-26,2022-11-26
1146,1146,2017-05-10,2022-11-26,2022-11-26
1147,1147,2017-05-11,2022-11-26,2022-11-26
1148,1148,2017-05-12,2022-11-26,2022-11-26
1149,1149,2017-05-13,2022-11-26,2022-11-26
1150,1150,2017-05-14,2022-11-26,2022-11-26
1151,1151,2017-05-15,2022-11-26,2022-11-26
1152,1152,2017-05-16,2022-11-26,2022-11-26
1153,1153,2017-05-17,2022-11-26,2022-11-26
1154,1154,2017-05-18,2022-11-26,2022-11-26
1155,1155,2017-05-19,2022-11-26,2022-11-26
1156,1156,2017-05-20,2022-11-26,2022-11-26
1157,1157,2017-05-21,2022-11-26,2022-11-26
1158,1158,2017-05-22,2022-11-26,2022-11-26
1159,1159,2017-05-23,2022-11-26,2022-11-26
1160,1160,2017-05-24,2022-11-26,2022-11-26
1161,1161,2017-05-25,2022-11-26,2022-11-26
1162,1162,2017-05-26,2022-11-26,2022-11-26
1163,1163,2017-05-27,2022-11-26,2022-11-26
1164,1164,2017-05-28,2022-11-26,2022-11-26
1165,1165,2017-05-29,2022-11-26,2022-11-26
1166,1166,2017-05-30,2022-11-26,2022-11-26
1167,1167,2017-05-31,2022-11-26,2022-11-26
1168,1168,2017-01-01,2022-11-26,2022-11-26
1169,1169,2017-01-02,2022-11-26,2022-11-26
1170,1170,2017-01-03,2022-11-26,2022-11-26
1171,1171,2017-01-04,2022-11-26,2022-11-26
1172,1172,2017-01-05,2022-11-26,2022-11-26
1173,1173,2017-01-06,2022-11-26,2022-11-26
1174,1174,2017-01-07,2022-11-26,2022-11-26
1175,1175,2017-01-08,2022-11-26,2022-11-26
1176,1176,2017-01-09,2022-11-26,2022-11-26
1177,1177,2017-01-10,2022-11-26,2022-11-26
1178,1178,2017-01-11,2022-11-26,2022-11-26
1179,1179,2017-01-12,2022-11-26,2022-11-26
1180,1180,2017-01-13,2022-11-26,2022-11-26
1181,1181,2017-01-14,2022-11-26,2022-11-26
1182,1182,2017-01-15,2022-11-26,2022-11-26
1183,1183,2017-01-16,2022-11-26,2022-11-26
1184,1184,2017-01-17,2022-11-26,2022-11-26
1185,1185,2017-01-18,2022-11-26,2022-11-26
1186,1186,2017-01-19,2022-11-26,2022-11-26
1187,1187,2017-01-20,2022-11-26,2022-11-26
1188,1188,2017-01-21,2022-11-26,2022-11-26
1189,1189,2017-01-22,2022-11-26,2022-11-26
1190,1190,2017-01-23,2022-11-26,2022-11-26
1191,1191,2017-01-24,2022-11-26,2022-11-26
1192,1192,2017-01-25,2022-11-26,2022-11-26
1193,1193,2017-01-26,2022-11-26,2022-11-26
1194,1194,2017-01-27,2022-11-26,2022-11-26
1195,1195,2017-01-28,2022-11-26,2022-11-26
1196,1196,2017-01-29,2022-11-26,2022-11-26
1197,1197,2017-01-30,2022-11-26,2022-11-26
1198,1198,2017-01-01,2022-11-26,2022-11-26
1199,1199,2017-01-02,2022-11-26,2022-11-26
1200,1200,2017-01-03,2022-11-26,2022-11-26
1201,1201,2017-01-04,2022-11-26,2022-11-26
1202,1202,2017-01-05,2022-11-26,2022-11-26
1203,1203,2017-01-06,2022-11-26,2022-11-26
1204,1204,2017-01-07,2022-11-26,2022-11-26
1205,1205,2017-01-08,2022-11-26,2022-11-26
1206,1206,2017-01-09,2022-11-26,2022-11-26
1207,1207,2017-01-10,2022-11-26,2022-11-26
1208,1208,2017-01-11,2022-11-26,2022-11-26
1209,1209,2017-01-12,2022-11-26,2022-11-26
1210,1210,2017-01-13,2022-11-26,2022-11-26
1211,1211,2017-01-14,2022-11-26,2022-11-26
1212,1212,2017-01-15,2022-11-26,2022-11-26
1213,1213,2017-01-16,2022-11-26,2022-11-26
1214,1214,2017-01-17,2022-11-26,2022-11-26
1215,1215,2017-01-18,2022-11-26,2022-11-26
1216,1216,2017-01-19,2022-11-26,2022-11-26
1217,1217,2017-01-20,2022-11-26,2022-11-26
1218,1218,2017-01-21,2022-11-26,2022-11-26
1219,1219,2017-01-22,2022-11-26,2022-11-26
1220,1220,2017-01-23,2022-11-26,2022-11-26
1221,1221,2017-01-24,2022-11-26,2022-11-26
1222,1222,2017-01-25,2022-11-26,2022-11-26
1223,1223,2017-01-26,2022-11-26,2022-11-26
1224,1224,2017-01-27,2022-11-26,2022-11-26
1225,1225,2017-01-28,2022-11-26,2022-11-26
1226,1226,2017-01-29,2022-11-26,2022-11-26
1227,1227,2017-01-30,2022-11-26,2022-11-26
1228,1228,2017-01-01,2022-11-26,2022-11-26
1229,1229,2017-01-02,2022-11-26,2022-11-26
1230,1230,2017-01-03,2022-11-26,2022-11-26
1231,1231,2017-01-04,2022-11-26,2022-11-26
1232,1232,2017-01-05,2022-11-26,2022-11-26
1233,1233,2017-01-06,2022-11-26,2022-11-26
1234,1234,2017-01-07,2022-11-26,2022-11-26
1235,1235,2017-01-08,2022-11-26,2022-11-26
1236,1236,2017-01-09,2022-11-26,2022-11-26
1237,1237,2017-01-10,2022-11-26,2022-11-26
1238,1238,2017-01-11,2022-11-26,2022-11-26
1239,1239,2017-01-12,2022-11-26,2022-11-26
1240,1240,2017-01-13,2022-11-26,2022-11-26
1241,1241,2017-01-14,2022-11-26,2022-11-26
1242,1242,2017-01-15,2022-11-26,2022-11-26
1243,1243,2017-01-16,2022-11-26,2022-11-26
1244,1244,2017-01-17,2022-11-26,2022-11-26
1245,1245,2017-01-18,2022-11-26,2022-11-26
1246,1246,2017-01-19,2022-11-26,2022-11-26
1247,1247,2017-01-20,2022-11-26,2022-11-26
1248,1248,2017-01-21,2022-11-26,2022-11-26
1249,1249,2017-01-22,2022-11-26,2022-11-26
1250,1250,2017-01-23,2022-11-26,2022-11-26
1251,1251,2017-01-24,2022-11-26,2022-11-26
1252,1252,2017-01-25,2022-11-26,2022-11-26
1253,1253,2017-01-26,2022-11-26,2022-11-26
1254,1254,2017-01-27,2022-11-26,2022-11-26
1255,1255,2017-01-28,2022-11-26,2022-11-26
1256,1256,2017-01-29,2022-11-26,2022-11-26
1257,1257,2017-01-30,2022-11-26,2022-11-26
1258,1258,2017-01-01,2022-11-26,2022-11-26
1259,1259,2017-01-02,2022-11-26,2022-11-26
1260,1260,2017-01-03,2022-11-26,2022-11-26
1261,1261,2017-01-04,2022-11-26,2022-11-26
1262,1262,2017-01-05,2022-11-26,2022-11-26
1263,1263,2017-01-06,2022-11-26,2022-11-26
1264,1264,2017-01-07,2022-11-26,2022-11-26
1265,1265,2017-01-08,2022-11-26,2022-11-26
1266,1266,2017-01-09,2022-11-26,2022-11-26
1267,1267,2017-01-10,2022-11-26,2022-11-26
1268,1268,2017-01-11,2022-11-26,2022-11-26
1269,1269,2017-01-12,2022-11-26,2022-11-26
1270,1270,2017-01-13,2022-11-26,2022-11-26
1271,1271,2017-01-14,2022-11-26,2022-11-26
1272,1272,2017-01-15,2022-11-26,2022-11-26
1273,1273,2017-01-16,2022-11-26,2022-11-26
1274,1274,2017-01-17,2022-11-26,2022-11-26
1275,1275,2017-01-18,2022-11-26,2022-11-26
1276,1276,2017-01-19,2022-11-26,2022-11-26
1277,1277,2017-01-20,2022-11-26,2022-11-26
1278,1278,2017-01-21,2022-11-26,2022-11-26
1279,1279,2017-01-22,2022-11-26,2022-11-26
1280,1280,2017-01-23,2022-11-26,2022-11-26
1281,1281,2017-01-24,2022-11-26,2022-11-26
1282,1282,2017-01-25,2022-11-26,2022-11-26
1283,1283,2017-01-26,2022-11-26,2022-11-26
1284,1284,2017-01-27,2022-11-26,2022-11-26
1285,1285,2017-01-28,2022-11-26,2022-11-26
1286,1286,2017-01-29,2022-11-26,2022-11-26
1287,1287,2017-01-30,2022-11-26,2022-11-26
1288,1288,2017-02-01,2022-11-26,2022-11-26
1289,1289,2017-02-02,2022-11-26,2022-11-26
1290,1290,2017-02-03,2022-11-26,2022-11-26
1291,1291,2017-02-04,2022-11-26,2022-11-26
1292,1292,2017-02-05,2022-11-26,2022-11-26
1293,1293,2017-02-06,2022-11-26,2022-11-26
1294,1294,2017-02-07,2022-11-26,2022-11-26
1295,1295,2017-02-08,2022-11-26,2022-11-26
1296,1296,2017-02-09,2022-11-26,2022-11-26
1297,1297,2017-02-10,2022-11-26,2022-11-26
1298,1298,2017-02-11,2022-11-26,2022-11-26
1299,1299,2017-02-12,2022-11-26,2022-11-26
1300,1300,2017-02-13,2022-11-26,2022-11-26
1301,1301,2017-02-14,2022-11-26,2022-11-26
1302,1302,2017-02-15,2022-11-26,2022-11-26
1303,1303,2017-02-16,2022-11-26,2022-11-26
1304,1304,2017-02-17,2022-11-26,2022-11-26
1305,1305,2017-02-18,2022-11-26,2022-11-26
1306,1306,2017-02-19,2022-11-26,2022-11-26
1307,1307,2017-02-20,2022-11-26,2022-11-26
1308,1308,2017-02-21,2022-11-26,2022-11-26
1309,1309,2017-02-22,2022-11-26,2022-11-26
1310,1310,2017-02-23,2022-11-26,2022-11-26
1311,1311,2017-02-24,2022-11-26,2022-11-26
1312,1312,2017-02-25,2022-11-26,2022-11-26
1313,1313,2017-02-26,2022-11-26,2022-11-26
1314,1314,2017-02-27,2022-11-26,2022-11-26
1315,1315,2017-02-28,2022-11-26,2022-11-26
1316,1316,2017-02-01,2022-11-26,2022-11-26
1317,1317,2017-02-02,2022-11-26,2022-11-26
1318,1318,2017-02-03,2022-11-26,2022-11-26
1319,1319,2017-02-04,2022-11-26,2022-11-26
1320,1320,2017-02-05,2022-11-26,2022-11-26
1321,1321,2017-02-06,2022-11-26,2022-11-26
1322,1322,2017-02-07,2022-11-26,2022-11-26
1323,1323,2017-02-08,2022-11-26,2022-11-26
1324,1324,2017-02-09,2022-11-26,2022-11-26
1325,1325,2017-02-10,2022-11-26,2022-11-26
1326,1326,2017-02-11,2022-11-26,2022-11-26
1327,1327,2017-02-12,2022-11-26,2022-11-26
1328,1328,2017-02-13,2022-11-26,2022-11-26
1329,1329,2017-02-14,2022-11-26,2022-11-26
1330,1330,2017-02-15,2022-11-26,2022-11-26
1331,1331,2017-02-16,2022-11-26,2022-11-26
1332,1332,2017-02-17,2022-11-26,2022-11-26
1333,1333,2017-02-18,2022-11-26,2022-11-26
1334,1334,2017-02-19,2022-11-26,2022-11-26
1335,1335,2017-02-20,2022-11-26,2022-11-26
1336,1336,2017-02-21,2022-11-26,2022-11-26
1337,1337,2017-02-22,2022-11-26,2022-11-26
1338,1338,2017-02-23,2022-11-26,2022-11-26
1339,1339,2017-02-24,2022-11-26,2022-11-26
1340,1340,2017-02-25,2022-11-26,2022-11-26
1341,1341,2017-02-26,2022-11-26,2022-11-26
1342,1342,2017-02-27,2022-11-26,2022-11-26
1343,1343,2017-02-28,2022-11-26,2022-11-26
1344,1344,2017-02-01,2022-11-26,2022-11-26
1345,1345,2017-02-02,2022-11-26,2022-11-26
1346,1346,2017-02-03,2022-11-26,2022-11-26
1347,1347,2017-02-04,2022-11-26,2022-11-26
1348,1348,2017-02-05,2022-11-26,2022-11-26
1349,1349,2017-02-06,2022-11-26,2022-11-26
1350,1350,2017-02-07,2022-11-26,2022-11-26
1351,1351,2017-02-08,2022-11-26,2022-11-26
1352,1352,2017-02-09,2022-11-26,2022-11-26
1353,1353,2017-02-10,2022-11-26,2022-11-26
1354,1354,2017-02-11,2022-11-26,2022-11-26
1355,1355,2017-02-12,2022-11-26,2022-11-26
1356,1356,2017-02-13,2022-11-26,2022-11-26
1357,1357,2017-02-14,2022-11-26,2022-11-26
1358,1358,2017-02-15,2022-11-26,2022-11-26
1359,1359,2017-02-16,2022-11-26,2022-11-26
1360,1360,2017-02-17,2022-11-26,2022-11-26
1361,1361,2017-02-18,2022-11-26,2022-11-26
1362,1362,2017-02-19,2022-11-26,2022-11-26
1363,1363,2017-02-20,2022-11-26,2022-11-26
1364,1364,2017-02-21,2022-11-26,2022-11-26
1365,1365,2017-02-22,2022-11-26,2022-11-26
1366,1366,2017-02-23,2022-11-26,2022-11-26
1367,1367,2017-02-24,2022-11-26,2022-11-26
1368,1368,2017-02-25,2022-11-26,2022-11-26
1369,1369,2017-02-26,2022-11-26,2022-11-26
1370,1370,2017-02-27,2022-11-26,2022-11-26
1371,1371,2017-02-28,2022-11-26,2022-11-26
1372,1372,2017-03-01,2022-11-26,2022-11-26
1373,1373,2017-03-02,2022-11-26,2022-11-26
1374,1374,2017-03-03,2022-11-26,2022-11-26
1375,1375,2017-03-04,2022-11-26,2022-11-26
1376,1376,2017-03-05,2022-11-26,2022-11-26
1377,1377,2017-03-06,2022-11-26,2022-11-26
1378,1378,2017-03-07,2022-11-26,2022-11-26
1379,1379,2017-03-08,2022-11-26,2022-11-26
1380,1380,2017-03-09,2022-11-26,2022-11-26
1381,1381,2017-03-10,2022-11-26,2022-11-26
1382,1382,2017-03-11,2022-11-26,2022-11-26
1383,1383,2017-03-12,2022-11-26,2022-11-26
1384,1384,2017-03-13,2022-11-26,2022-11-26
1385,1385,2017-03-14,2022-11-26,2022-11-26
1386,1386,2017-03-15,2022-11-26,2022-11-26
1387,1387,2017-03-16,2022-11-26,2022-11-26
1388,1388,2017-03-17,2022-11-26,2022-11-26
1389,1389,2017-03-18,2022-11-26,2022-11-26
1390,1390,2017-03-19,2022-11-26,2022-11-26
1391,1391,2017-03-20,2022-11-26,2022-11-26
1392,1392,2017-03-21,2022-11-26,2022-11-26
1393,1393,2017-03-22,2022-11-26,2022-11-26
1394,1394,2017-03-23,2022-11-26,2022-11-26
1395,1395,2017-03-24,2022-11-26,2022-11-26
1396,1396,2017-03-25,2022-11-26,2022-11-26
1397,1397,2017-03-26,2022-11-26,2022-11-26
1398,1398,2017-03-27,2022-11-26,2022-11-26
1399,1399,2017-03-28,2022-11-26,2022-11-26
1400,1400,2017-03-29,2022-11-26,2022-11-26
1401,1401,2017-03-30,2022-11-26,2022-11-26
1402,1402,2017-03-31,2022-11-26,2022-11-26
1403,1403,2017-03-01,2022-11-26,2022-11-26
1404,1404,2017-03-02,2022-11-26,2022-11-26
1405,1405,2017-03-03,2022-11-26,2022-11-26
1406,1406,2017-03-04,2022-11-26,2022-11-26
1407,1407,2017-03-05,2022-11-26,2022-11-26
1408,1408,2017-03-06,2022-11-26,2022-11-26
1409,1409,2017-03-07,2022-11-26,2022-11-26
1410,1410,2017-03-08,2022-11-26,2022-11-26
1411,1411,2017-03-09,2022-11-26,2022-11-26
1412,1412,2017-03-10,2022-11-26,2022-11-26
1413,1413,2017-03-11,2022-11-26,2022-11-26
1414,1414,2017-03-12,2022-11-26,2022-11-26
1415,1415,2017-03-13,2022-11-26,2022-11-26
1416,1416,2017-03-14,2022-11-26,2022-11-26
1417,1417,2017-03-15,2022-11-26,2022-11-26
1418,1418,2017-03-16,2022-11-26,2022-11-26
1419,1419,2017-03-17,2022-11-26,2022-11-26
1420,1420,2017-03-18,2022-11-26,2022-11-26
1421,1421,2017-03-19,2022-11-26,2022-11-26
1422,1422,2017-03-20,2022-11-26,2022-11-26
1423,1423,2017-03-21,2022-11-26,2022-11-26
1424,1424,2017-03-22,2022-11-26,2022-11-26
1425,1425,2017-03-23,2022-11-26,2022-11-26
1426,1426,2017-03-24,2022-11-26,2022-11-26
1427,1427,2017-03-25,2022-11-26,2022-11-26
1428,1428,2017-03-26,2022-11-26,2022-11-26
1429,1429,2017-03-27,2022-11-26,2022-11-26
1430,1430,2017-03-28,2022-11-26,2022-11-26
1431,1431,2017-03-29,2022-11-26,2022-11-26
1432,1432,2017-03-30,2022-11-26,2022-11-26
1433,1433,2017-03-31,2022-11-26,2022-11-26
1434,1434,2017-03-01,2022-11-26,2022-11-26
1435,1435,2017-03-02,2022-11-26,2022-11-26
1436,1436,2017-03-03,2022-11-26,2022-11-26
1437,1437,2017-03-04,2022-11-26,2022-11-26
1438,1438,2017-03-05,2022-11-26,2022-11-26
1439,1439,2017-03-06,2022-11-26,2022-11-26
1440,1440,2017-03-07,2022-11-26,2022-11-26
1441,1441,2017-03-08,2022-11-26,2022-11-26
1442,1442,2017-03-09,2022-11-26,2022-11-26
1443,1443,2017-03-10,2022-11-26,2022-11-26
1444,1444,2017-03-11,2022-11-26,2022-11-26
1445,1445,2017-03-12,2022-11-26,2022-11-26
1446,1446,2017-03-13,2022-11-26,2022-11-26
1447,1447,2017-03-14,2022-11-26,2022-11-26
1448,1448,2017-03-15,2022-11-26,2022-11-26
1449,1449,2017-03-16,2022-11-26,2022-11-26
1450,1450,2017-03-17,2022-11-26,2022-11-26
1451,1451,2017-03-18,2022-11-26,2022-11-26
1452,1452,2017-03-19,2022-11-26,2022-11-26
1453,1453,2017-03-20,2022-11-26,2022-11-26
1454,1454,2017-03-21,2022-11-26,2022-11-26
1455,1455,2017-03-22,2022-11-26,2022-11-26
1456,1456,2017-03-23,2022-11-26,2022-11-26
1457,1457,2017-03-24,2022-11-26,2022-11-26
1458,1458,2017-03-25,2022-11-26,2022-11-26
1459,1459,2017-03-26,2022-11-26,2022-11-26
1460,1460,2017-03-27,2022-11-26,2022-11-26
1461,1461,2017-03-28,2022-11-26,2022-11-26
1462,1462,2017-03-29,2022-11-26,2022-11-26
1463,1463,2017-03-30,2022-11-26,2022-11-26
1464,1464,2017-03-31,2022-11-26,2022-11-26
1465,1465,2017-03-01,2022-11-26,2022-11-26
1466,1466,2017-03-02,2022-11-26,2022-11-26
1467,1467,2017-03-03,2022-11-26,2022-11-26
1468,1468,2017-03-04,2022-11-26,2022-11-26
1469,1469,2017-03-05,2022-11-26,2022-11-26
1470,1470,2017-03-06,2022-11-26,2022-11-26
1471,1471,2017-03-07,2022-11-26,2022-11-26
1472,1472,2017-03-08,2022-11-26,2022-11-26
1473,1473,2017-03-09,2022-11-26,2022-11-26
1474,1474,2017-03-10,2022-11-26,2022-11-26
1475,1475,2017-03-11,2022-11-26,2022-11-26
1476,1476,2017-03-12,2022-11-26,2022-11-26
1477,1477,2017-03-13,2022-11-26,2022-11-26
1478,1478,2017-03-14,2022-11-26,2022-11-26
1479,1479,2017-03-15,2022-11-26,2022-11-26
1480,1480,2017-03-16,2022-11-26,2022-11-26
1481,1481,2017-03-17,2022-11-26,2022-11-26
1482,1482,2017-03-18,2022-11-26,2022-11-26
1483,1483,2017-03-19,2022-11-26,2022-11-26
1484,1484,2017-03-20,2022-11-26,2022-11-26
1485,1485,2017-03-21,2022-11-26,2022-11-26
1486,1486,2017-03-22,2022-11-26,2022-11-26
1487,1487,2017-03-23,2022-11-26,2022-11-26
1488,1488,2017-03-24,2022-11-26,2022-11-26
1489,1489,2017-03-25,2022-11-26,2022-11-26
1490,1490,2017-03-26,2022-11-26,2022-11-26
1491,1491,2017-03-27,2022-11-26,2022-11-26
1492,1492,2017-03-28,2022-11-26,2022-11-26
1493,1493,2017-03-29,2022-11-26,2022-11-26
1494,1494,2017-03-30,2022-11-26,2022-11-26
1495,1495,2017-03-31,2022-11-26,2022-11-26
1496,1496,2017-04-01,2022-11-26,2022-11-26
1497,1497,2017-04-02,2022-11-26,2022-11-26
1498,1498,2017-04-03,2022-11-26,2022-11-26
1499,1499,2017-04-04,2022-11-26,2022-11-26
1500,1500,2017-04-05,2022-11-26,2022-11-26
1501,1501,2017-04-06,2022-11-26,2022-11-26
1502,1502,2017-04-07,2022-11-26,2022-11-26
1503,1503,2017-04-08,2022-11-26,2022-11-26
1504,1504,2017-04-09,2022-11-26,2022-11-26
1505,1505,2017-04-10,2022-11-26,2022-11-26
1506,1506,2017-04-11,2022-11-26,2022-11-26
1507,1507,2017-04-12,2022-11-26,2022-11-26
1508,1508,2017-04-13,2022-11-26,2022-11-26
1509,1509,2017-04-14,2022-11-26,2022-11-26
1510,1510,2017-04-15,2022-11-26,2022-11-26
1511,1511,2017-04-16,2022-11-26,2022-11-26
1512,1512,2017-04-17,2022-11-26,2022-11-26
1513,1513,2017-04-18,2022-11-26,2022-11-26
1514,1514,2017-04-19,2022-11-26,2022-11-26
1515,1515,2017-04-20,2022-11-26,2022-11-26
1516,1516,2017-04-21,2022-11-26,2022-11-26
1517,1517,2017-04-22,2022-11-26,2022-11-26
1518,1518,2017-04-23,2022-11-26,2022-11-26
1519,1519,2017-04-24,2022-11-26,2022-11-26
1520,1520,2017-04-25,2022-11-26,2022-11-26
1521,1521,2017-04-26,2022-11-26,2022-11-26
1522,1522,2017-04-27,2022-11-26,2022-11-26
1523,1523,2017-04-28,2022-11-26,2022-11-26
1524,1524,2017-04-29,2022-11-26,2022-11-26
1525,1525,2017-04-30,2022-11-26,2022-11-26
1526,1526,2017-05-01,2022-11-26,2022-11-26
1527,1527,2017-05-02,2022-11-26,2022-11-26
1528,1528,2017-05-03,2022-11-26,2022-11-26
1529,1529,2017-05-04,2022-11-26,2022-11-26
1530,1530,2017-05-05,2022-11-26,2022-11-26
1531,1531,2017-05-06,2022-11-26,2022-11-26
1532,1532,2017-05-07,2022-11-26,2022-11-26
1533,1533,2017-05-08,2022-11-26,2022-11-26
1534,1534,2017-05-09,2022-11-26,2022-11-26
1535,1535,2017-05-10,2022-11-26,2022-11-26
1536,1536,2017-05-11,2022-11-26,2022-11-26
1537,1537,2017-05-12,2022-11-26,2022-11-26
1538,1538,2017-05-13,2022-11-26,2022-11-26
1539,1539,2017-05-14,2022-11-26,2022-11-26
1540,1540,2017-05-15,2022-11-26,2022-11-26
1541,1541,2017-05-16,2022-11-26,2022-11-26
1542,1542,2017-05-17,2022-11-26,2022-11-26
1543,1543,2017-05-18,2022-11-26,2022-11-26
1544,1544,2017-05-19,2022-11-26,2022-11-26
1545,1545,2017-05-20,2022-11-26,2022-11-26
1546,1546,2017-05-21,2022-11-26,2022-11-26
1547,1547,2017-05-22,2022-11-26,2022-11-26
1548,1548,2017-05-23,2022-11-26,2022-11-26
1549,1549,2017-05-24,2022-11-26,2022-11-26
1550,1550,2017-05-25,2022-11-26,2022-11-26
1551,1551,2017-05-26,2022-11-26,2022-11-26
1552,1552,2017-05-27,2022-11-26,2022-11-26
1553,1553,2017-05-28,2022-11-26,2022-11-26
1554,1554,2017-05-29,2022-11-26,2022-11-26
1555,1555,2017-05-30,2022-11-26,2022-11-26
1556,1556,2017-05-31,2022-11-26,2022-11-26
1557,1557,2017-01-01,2022-11-26,2022-11-26
1558,1558,2017-01-02,2022-11-26,2022-11-26
1559,1559,2017-01-03,2022-11-26,2022-11-26
1560,1560,2017-01-04,2022-11-26,2022-11-26
1561,1561,2017-01-05,2022-11-26,2022-11-26
1562,1562,2017-01-06,2022-11-26,2022-11-26
1563,1563,2017-01-07,2022-11-26,2022-11-26
1564,1564,2017-01-08,2022-11-26,2022-11-26
1565,1565,2017-01-09,2022-11-26,2022-11-26
1566,1566,2017-01-10,2022-11-26,2022-11-26
1567,1567,2017-01-11,2022-11-26,2022-11-26
1568,1568,2017-01-12,2022-11-26,2022-11-26
1569,1569,2017-01-13,2022-11-26,2022-11-26
1570,1570,2017-01-14,2022-11-26,2022-11-26
1571,1571,2017-01-15,2022-11-26,2022-11-26
1572,1572,2017-01-16,2022-11-26,2022-11-26
1573,1573,2017-01-17,2022-11-26,2022-11-26
1574,1574,2017-01-18,2022-11-26,2022-11-26
1575,1575,2017-01-19,2022-11-26,2022-11-26
1576,1576,2017-01-20,2022-11-26,2022-11-26
1577,1577,2017-01-21,2022-11-26,2022-11-26
1578,1578,2017-01-22,2022-11-26,2022-11-26
1579,1579,2017-01-23,2022-11-26,2022-11-26
1580,1580,2017-01-24,2022-11-26,2022-11-26
1581,1581,2017-01-25,2022-11-26,2022-11-26
1582,1582,2017-01-26,2022-11-26,2022-11-26
1583,1583,2017-01-27,2022-11-26,2022-11-26
1584,1584,2017-01-28,2022-11-26,2022-11-26
1585,1585,2017-01-29,2022-11-26,2022-11-26
1586,1586,2017-01-30,2022-11-26,2022-11-26
1587,1587,2017-01-01,2022-11-26,2022-11-26
1588,1588,2017-01-02,2022-11-26,2022-11-26
1589,1589,2017-01-03,2022-11-26,2022-11-26
1590,1590,2017-01-04,2022-11-26,2022-11-26
1591,1591,2017-01-05,2022-11-26,2022-11-26
1592,1592,2017-01-06,2022-11-26,2022-11-26
1593,1593,2017-01-07,2022-11-26,2022-11-26
1594,1594,2017-01-08,2022-11-26,2022-11-26
1595,1595,2017-01-09,2022-11-26,2022-11-26
1596,1596,2017-01-10,2022-11-26,2022-11-26
1597,1597,2017-01-11,2022-11-26,2022-11-26
1598,1598,2017-01-12,2022-11-26,2022-11-26
1599,1599,2017-01-13,2022-11-26,2022-11-26
1600,1600,2017-01-14,2022-11-26,2022-11-26
1601,1601,2017-01-15,2022-11-26,2022-11-26
1602,1602,2017-01-16,2022-11-26,2022-11-26
1603,1603,2017-01-17,2022-11-26,2022-11-26
1604,1604,2017-01-18,2022-11-26,2022-11-26
1605,1605,2017-01-19,2022-11-26,2022-11-26
1606,1606,2017-01-20,2022-11-26,2022-11-26
1607,1607,2017-01-21,2022-11-26,2022-11-26
1608,1608,2017-01-22,2022-11-26,2022-11-26
1609,1609,2017-01-23,2022-11-26,2022-11-26
1610,1610,2017-01-24,2022-11-26,2022-11-26
1611,1611,2017-01-25,2022-11-26,2022-11-26
1612,1612,2017-01-26,2022-11-26,2022-11-26
1613,1613,2017-01-27,2022-11-26,2022-11-26
1614,1614,2017-01-28,2022-11-26,2022-11-26
1615,1615,2017-01-29,2022-11-26,2022-11-26
1616,1616,2017-01-30,2022-11-26,2022-11-26
1617,1617,2017-01-01,2022-11-26,2022-11-26
1618,1618,2017-01-02,2022-11-26,2022-11-26
1619,1619,2017-01-03,2022-11-26,2022-11-26
1620,1620,2017-01-04,2022-11-26,2022-11-26
1621,1621,2017-01-05,2022-11-26,2022-11-26
1622,1622,2017-01-06,2022-11-26,2022-11-26
1623,1623,2017-01-07,2022-11-26,2022-11-26
1624,1624,2017-01-08,2022-11-26,2022-11-26
1625,1625,2017-01-09,2022-11-26,2022-11-26
